,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_idose,pert_itime,distil_id
18932,LJP007_HEPG2_24H:P20,BRD-K42728290,NVP-BGJ398,trt_cp,HEPG2,3.33 um,24 h,LJP007_HEPG2_24H_X1_B20:P20|LJP007_HEPG2_24H_X2_B20:P20|LJP007_HEPG2_24H_X3_B20:P20
18933,LJP007_HEPG2_24H:P21,BRD-K42728290,NVP-BGJ398,trt_cp,HEPG2,1.11 um,24 h,LJP007_HEPG2_24H_X1_B20:P21|LJP007_HEPG2_24H_X2_B20:P21|LJP007_HEPG2_24H_X3_B20:P21
18934,LJP007_HEPG2_24H:P22,BRD-K42728290,NVP-BGJ398,trt_cp,HEPG2,0.37 um,24 h,LJP007_HEPG2_24H_X1_B20:P22|LJP007_HEPG2_24H_X2_B20:P22|LJP007_HEPG2_24H_X3_B20:P22
18935,LJP007_HEPG2_24H:P23,BRD-K42728290,NVP-BGJ398,trt_cp,HEPG2,0.12 um,24 h,LJP007_HEPG2_24H_X1_B20:P23|LJP007_HEPG2_24H_X2_B20:P23|LJP007_HEPG2_24H_X3_B20:P23
18936,LJP007_HEPG2_24H:P24,BRD-K42728290,NVP-BGJ398,trt_cp,HEPG2,0.04 um,24 h,LJP007_HEPG2_24H_X1_B20:P24|LJP007_HEPG2_24H_X2_B20:P24|LJP007_HEPG2_24H_X3_B20:P24
18940,LJP007_HEPG2_24H:N07,BRD-K29415052,BGT-226,trt_cp,HEPG2,10.0 um,24 h,LJP007_HEPG2_24H_X2_B20:N07
18941,LJP007_HEPG2_24H:N08,BRD-K29415052,BGT-226,trt_cp,HEPG2,3.33 um,24 h,LJP007_HEPG2_24H_X2_B20:N08|LJP007_HEPG2_24H_X3_B20:N08
18942,LJP007_HEPG2_24H:N09,BRD-K29415052,BGT-226,trt_cp,HEPG2,1.11 um,24 h,LJP007_HEPG2_24H_X2_B20:N09|LJP007_HEPG2_24H_X3_B20:N09
24499,LJP008_A549_24H:A03,BRD-K81418486,vorinostat,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:A03|LJP008_A549_24H_X2_F1B19:A03|LJP008_A549_24H_X3_F1B19:A03|LJP008_A549_24H_X4_F1B19:A03|LJP008_A549_24H_X5_F1B19:A03|LJP008_A549_24H_X6_F1B19:A03
24524,LJP008_A549_24H:B07,BRD-K92428232,GSK-461364,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:B07|LJP008_A549_24H_X2_F1B19:B07|LJP008_A549_24H_X3_F1B19:B07|LJP008_A549_24H_X4_F1B19:B07|LJP008_A549_24H_X5_F1B19:B07|LJP008_A549_24H_X6_F1B19:B07
24525,LJP008_A549_24H:B08,BRD-K92428232,GSK-461364,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:B08|LJP008_A549_24H_X2_F1B19:B08|LJP008_A549_24H_X3_F1B19:B08|LJP008_A549_24H_X4_F1B19:B08|LJP008_A549_24H_X5_F1B19:B08|LJP008_A549_24H_X6_F1B19:B08
24526,LJP008_A549_24H:B09,BRD-K92428232,GSK-461364,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:B09|LJP008_A549_24H_X2_F1B19:B09|LJP008_A549_24H_X3_F1B19:B09|LJP008_A549_24H_X4_F1B19:B09|LJP008_A549_24H_X5_F1B19:B09|LJP008_A549_24H_X6_F1B19:B09
24527,LJP008_A549_24H:B10,BRD-K92428232,GSK-461364,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:B10|LJP008_A549_24H_X2_F1B19:B10|LJP008_A549_24H_X3_F1B19:B10|LJP008_A549_24H_X4_F1B19:B10|LJP008_A549_24H_X5_F1B19:B10|LJP008_A549_24H_X6_F1B19:B10
24528,LJP008_A549_24H:B11,BRD-K92428232,GSK-461364,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:B11|LJP008_A549_24H_X2_F1B19:B11|LJP008_A549_24H_X3_F1B19:B11|LJP008_A549_24H_X4_F1B19:B11|LJP008_A549_24H_X5_F1B19:B11|LJP008_A549_24H_X6_F1B19:B11
24529,LJP008_A549_24H:B12,BRD-K92428232,GSK-461364,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:B12|LJP008_A549_24H_X2_F1B19:B12|LJP008_A549_24H_X3_F1B19:B12|LJP008_A549_24H_X4_F1B19:B12|LJP008_A549_24H_X5_F1B19:B12|LJP008_A549_24H_X6_F1B19:B12
24530,LJP008_A549_24H:B13,BRD-K25311561,KU-55933,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:B13|LJP008_A549_24H_X2_F1B19:B13|LJP008_A549_24H_X3_F1B19:B13|LJP008_A549_24H_X4_F1B19:B13|LJP008_A549_24H_X5_F1B19:B13|LJP008_A549_24H_X6_F1B19:B13
24531,LJP008_A549_24H:B14,BRD-K25311561,KU-55933,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:B14|LJP008_A549_24H_X2_F1B19:B14|LJP008_A549_24H_X3_F1B19:B14|LJP008_A549_24H_X4_F1B19:B14|LJP008_A549_24H_X5_F1B19:B14|LJP008_A549_24H_X6_F1B19:B14
24532,LJP008_A549_24H:B15,BRD-K25311561,KU-55933,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:B15|LJP008_A549_24H_X2_F1B19:B15|LJP008_A549_24H_X3_F1B19:B15|LJP008_A549_24H_X4_F1B19:B15|LJP008_A549_24H_X5_F1B19:B15|LJP008_A549_24H_X6_F1B19:B15
24533,LJP008_A549_24H:B16,BRD-K25311561,KU-55933,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:B16|LJP008_A549_24H_X2_F1B19:B16|LJP008_A549_24H_X3_F1B19:B16|LJP008_A549_24H_X4_F1B19:B16|LJP008_A549_24H_X5_F1B19:B16|LJP008_A549_24H_X6_F1B19:B16
24534,LJP008_A549_24H:B17,BRD-K25311561,KU-55933,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:B17|LJP008_A549_24H_X2_F1B19:B17|LJP008_A549_24H_X3_F1B19:B17|LJP008_A549_24H_X4_F1B19:B17|LJP008_A549_24H_X5_F1B19:B17|LJP008_A549_24H_X6_F1B19:B17
24535,LJP008_A549_24H:B18,BRD-K25311561,KU-55933,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:B18|LJP008_A549_24H_X2_F1B19:B18|LJP008_A549_24H_X3_F1B19:B18|LJP008_A549_24H_X4_F1B19:B18|LJP008_A549_24H_X5_F1B19:B18|LJP008_A549_24H_X6_F1B19:B18
24548,LJP008_A549_24H:C07,BRD-K11153516,iniparib,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:C07|LJP008_A549_24H_X2_F1B19:C07|LJP008_A549_24H_X3_F1B19:C07|LJP008_A549_24H_X4_F1B19:C07|LJP008_A549_24H_X5_F1B19:C07|LJP008_A549_24H_X6_F1B19:C07
24549,LJP008_A549_24H:C08,BRD-K11153516,iniparib,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:C08|LJP008_A549_24H_X2_F1B19:C08|LJP008_A549_24H_X3_F1B19:C08|LJP008_A549_24H_X4_F1B19:C08|LJP008_A549_24H_X5_F1B19:C08|LJP008_A549_24H_X6_F1B19:C08
24550,LJP008_A549_24H:C09,BRD-K11153516,iniparib,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:C09|LJP008_A549_24H_X2_F1B19:C09|LJP008_A549_24H_X3_F1B19:C09|LJP008_A549_24H_X4_F1B19:C09|LJP008_A549_24H_X6_F1B19:C09
24551,LJP008_A549_24H:C10,BRD-K11153516,iniparib,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:C10|LJP008_A549_24H_X2_F1B19:C10|LJP008_A549_24H_X3_F1B19:C10|LJP008_A549_24H_X4_F1B19:C10|LJP008_A549_24H_X5_F1B19:C10|LJP008_A549_24H_X6_F1B19:C10
24552,LJP008_A549_24H:C11,BRD-K11153516,iniparib,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:C11|LJP008_A549_24H_X2_F1B19:C11|LJP008_A549_24H_X3_F1B19:C11|LJP008_A549_24H_X4_F1B19:C11|LJP008_A549_24H_X5_F1B19:C11|LJP008_A549_24H_X6_F1B19:C11
24553,LJP008_A549_24H:C12,BRD-K11153516,iniparib,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:C12|LJP008_A549_24H_X2_F1B19:C12|LJP008_A549_24H_X3_F1B19:C12|LJP008_A549_24H_X4_F1B19:C12|LJP008_A549_24H_X5_F1B19:C12|LJP008_A549_24H_X6_F1B19:C12
24554,LJP008_A549_24H:C13,BRD-K17588104,JQ1-(-),trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:C13|LJP008_A549_24H_X2_F1B19:C13|LJP008_A549_24H_X3_F1B19:C13|LJP008_A549_24H_X4_F1B19:C13|LJP008_A549_24H_X5_F1B19:C13|LJP008_A549_24H_X6_F1B19:C13
24555,LJP008_A549_24H:C14,BRD-K17588104,JQ1-(-),trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:C14|LJP008_A549_24H_X2_F1B19:C14|LJP008_A549_24H_X3_F1B19:C14|LJP008_A549_24H_X4_F1B19:C14|LJP008_A549_24H_X5_F1B19:C14|LJP008_A549_24H_X6_F1B19:C14
24556,LJP008_A549_24H:C15,BRD-K17588104,JQ1-(-),trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:C15|LJP008_A549_24H_X2_F1B19:C15|LJP008_A549_24H_X3_F1B19:C15|LJP008_A549_24H_X4_F1B19:C15|LJP008_A549_24H_X6_F1B19:C15
24557,LJP008_A549_24H:C16,BRD-K17588104,JQ1-(-),trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:C16|LJP008_A549_24H_X2_F1B19:C16|LJP008_A549_24H_X3_F1B19:C16|LJP008_A549_24H_X4_F1B19:C16|LJP008_A549_24H_X5_F1B19:C16|LJP008_A549_24H_X6_F1B19:C16
24558,LJP008_A549_24H:C17,BRD-K17588104,JQ1-(-),trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:C17|LJP008_A549_24H_X2_F1B19:C17|LJP008_A549_24H_X3_F1B19:C17|LJP008_A549_24H_X4_F1B19:C17|LJP008_A549_24H_X5_F1B19:C17|LJP008_A549_24H_X6_F1B19:C17
24559,LJP008_A549_24H:C18,BRD-K17588104,JQ1-(-),trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:C18|LJP008_A549_24H_X2_F1B19:C18|LJP008_A549_24H_X3_F1B19:C18|LJP008_A549_24H_X4_F1B19:C18|LJP008_A549_24H_X6_F1B19:C18
24598,LJP008_A549_24H:E13,BRD-K54606188,JQ1-(+),trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:E13|LJP008_A549_24H_X2_F1B19:E13|LJP008_A549_24H_X3_F1B19:E13|LJP008_A549_24H_X4_F1B19:E13|LJP008_A549_24H_X5_F1B19:E13|LJP008_A549_24H_X6_F1B19:E13
24599,LJP008_A549_24H:E14,BRD-K54606188,JQ1-(+),trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:E14|LJP008_A549_24H_X2_F1B19:E14|LJP008_A549_24H_X3_F1B19:E14|LJP008_A549_24H_X4_F1B19:E14|LJP008_A549_24H_X5_F1B19:E14|LJP008_A549_24H_X6_F1B19:E14
24600,LJP008_A549_24H:E15,BRD-K54606188,JQ1-(+),trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:E15|LJP008_A549_24H_X2_F1B19:E15|LJP008_A549_24H_X3_F1B19:E15|LJP008_A549_24H_X4_F1B19:E15|LJP008_A549_24H_X5_F1B19:E15|LJP008_A549_24H_X6_F1B19:E15
24601,LJP008_A549_24H:E16,BRD-K54606188,JQ1-(+),trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:E16|LJP008_A549_24H_X2_F1B19:E16|LJP008_A549_24H_X3_F1B19:E16|LJP008_A549_24H_X4_F1B19:E16|LJP008_A549_24H_X5_F1B19:E16|LJP008_A549_24H_X6_F1B19:E16
24602,LJP008_A549_24H:E17,BRD-K54606188,JQ1-(+),trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:E17|LJP008_A549_24H_X2_F1B19:E17|LJP008_A549_24H_X3_F1B19:E17|LJP008_A549_24H_X4_F1B19:E17|LJP008_A549_24H_X5_F1B19:E17|LJP008_A549_24H_X6_F1B19:E17
24603,LJP008_A549_24H:E18,BRD-K54606188,JQ1-(+),trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:E18|LJP008_A549_24H_X2_F1B19:E18|LJP008_A549_24H_X3_F1B19:E18|LJP008_A549_24H_X4_F1B19:E18|LJP008_A549_24H_X5_F1B19:E18|LJP008_A549_24H_X6_F1B19:E18
24622,LJP008_A549_24H:F13,BRD-K83189926,UNC-1215,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:F13|LJP008_A549_24H_X2_F1B19:F13|LJP008_A549_24H_X3_F1B19:F13|LJP008_A549_24H_X4_F1B19:F13|LJP008_A549_24H_X5_F1B19:F13|LJP008_A549_24H_X6_F1B19:F13
24623,LJP008_A549_24H:F14,BRD-K83189926,UNC-1215,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:F14|LJP008_A549_24H_X2_F1B19:F14|LJP008_A549_24H_X3_F1B19:F14|LJP008_A549_24H_X4_F1B19:F14|LJP008_A549_24H_X5_F1B19:F14|LJP008_A549_24H_X6_F1B19:F14
24624,LJP008_A549_24H:F15,BRD-K83189926,UNC-1215,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:F15|LJP008_A549_24H_X2_F1B19:F15|LJP008_A549_24H_X3_F1B19:F15|LJP008_A549_24H_X4_F1B19:F15|LJP008_A549_24H_X5_F1B19:F15|LJP008_A549_24H_X6_F1B19:F15
24625,LJP008_A549_24H:F16,BRD-K83189926,UNC-1215,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:F16|LJP008_A549_24H_X2_F1B19:F16|LJP008_A549_24H_X3_F1B19:F16|LJP008_A549_24H_X4_F1B19:F16|LJP008_A549_24H_X5_F1B19:F16|LJP008_A549_24H_X6_F1B19:F16
24626,LJP008_A549_24H:F17,BRD-K83189926,UNC-1215,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:F17|LJP008_A549_24H_X2_F1B19:F17|LJP008_A549_24H_X3_F1B19:F17|LJP008_A549_24H_X4_F1B19:F17|LJP008_A549_24H_X5_F1B19:F17|LJP008_A549_24H_X6_F1B19:F17
24627,LJP008_A549_24H:F18,BRD-K83189926,UNC-1215,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:F18|LJP008_A549_24H_X2_F1B19:F18|LJP008_A549_24H_X3_F1B19:F18|LJP008_A549_24H_X4_F1B19:F18|LJP008_A549_24H_X5_F1B19:F18|LJP008_A549_24H_X6_F1B19:F18
24628,LJP008_A549_24H:F19,BRD-K98203492,GSK-J4,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:F19|LJP008_A549_24H_X2_F1B19:F19|LJP008_A549_24H_X3_F1B19:F19|LJP008_A549_24H_X4_F1B19:F19|LJP008_A549_24H_X5_F1B19:F19|LJP008_A549_24H_X6_F1B19:F19
24629,LJP008_A549_24H:F20,BRD-K98203492,GSK-J4,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:F20|LJP008_A549_24H_X2_F1B19:F20|LJP008_A549_24H_X3_F1B19:F20|LJP008_A549_24H_X4_F1B19:F20|LJP008_A549_24H_X5_F1B19:F20|LJP008_A549_24H_X6_F1B19:F20
24630,LJP008_A549_24H:F21,BRD-K98203492,GSK-J4,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:F21|LJP008_A549_24H_X2_F1B19:F21|LJP008_A549_24H_X3_F1B19:F21|LJP008_A549_24H_X4_F1B19:F21|LJP008_A549_24H_X5_F1B19:F21|LJP008_A549_24H_X6_F1B19:F21
24631,LJP008_A549_24H:F22,BRD-K98203492,GSK-J4,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:F22|LJP008_A549_24H_X2_F1B19:F22|LJP008_A549_24H_X3_F1B19:F22|LJP008_A549_24H_X4_F1B19:F22|LJP008_A549_24H_X5_F1B19:F22|LJP008_A549_24H_X6_F1B19:F22
24632,LJP008_A549_24H:F23,BRD-K98203492,GSK-J4,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:F23|LJP008_A549_24H_X2_F1B19:F23|LJP008_A549_24H_X3_F1B19:F23|LJP008_A549_24H_X4_F1B19:F23|LJP008_A549_24H_X5_F1B19:F23|LJP008_A549_24H_X6_F1B19:F23
24633,LJP008_A549_24H:F24,BRD-K98203492,GSK-J4,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:F24|LJP008_A549_24H_X2_F1B19:F24|LJP008_A549_24H_X3_F1B19:F24|LJP008_A549_24H_X4_F1B19:F24|LJP008_A549_24H_X5_F1B19:F24|LJP008_A549_24H_X6_F1B19:F24
24634,LJP008_A549_24H:G01,BRD-K13094524,PFI-1,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:G01|LJP008_A549_24H_X2_F1B19:G01|LJP008_A549_24H_X3_F1B19:G01|LJP008_A549_24H_X4_F1B19:G01|LJP008_A549_24H_X5_F1B19:G01|LJP008_A549_24H_X6_F1B19:G01
24635,LJP008_A549_24H:G02,BRD-K13094524,PFI-1,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:G02|LJP008_A549_24H_X2_F1B19:G02|LJP008_A549_24H_X3_F1B19:G02|LJP008_A549_24H_X4_F1B19:G02|LJP008_A549_24H_X5_F1B19:G02|LJP008_A549_24H_X6_F1B19:G02
24636,LJP008_A549_24H:G03,BRD-K13094524,PFI-1,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:G03|LJP008_A549_24H_X2_F1B19:G03|LJP008_A549_24H_X3_F1B19:G03|LJP008_A549_24H_X4_F1B19:G03|LJP008_A549_24H_X5_F1B19:G03|LJP008_A549_24H_X6_F1B19:G03
24637,LJP008_A549_24H:G04,BRD-K13094524,PFI-1,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:G04|LJP008_A549_24H_X2_F1B19:G04|LJP008_A549_24H_X3_F1B19:G04|LJP008_A549_24H_X4_F1B19:G04|LJP008_A549_24H_X5_F1B19:G04|LJP008_A549_24H_X6_F1B19:G04
24638,LJP008_A549_24H:G05,BRD-K13094524,PFI-1,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:G05|LJP008_A549_24H_X2_F1B19:G05|LJP008_A549_24H_X3_F1B19:G05|LJP008_A549_24H_X4_F1B19:G05|LJP008_A549_24H_X5_F1B19:G05|LJP008_A549_24H_X6_F1B19:G05
24639,LJP008_A549_24H:G06,BRD-K13094524,PFI-1,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:G06|LJP008_A549_24H_X2_F1B19:G06|LJP008_A549_24H_X3_F1B19:G06|LJP008_A549_24H_X4_F1B19:G06|LJP008_A549_24H_X5_F1B19:G06|LJP008_A549_24H_X6_F1B19:G06
24640,LJP008_A549_24H:G07,BRD-K81418486,vorinostat,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:G07|LJP008_A549_24H_X2_F1B19:G07|LJP008_A549_24H_X3_F1B19:G07|LJP008_A549_24H_X4_F1B19:G07|LJP008_A549_24H_X5_F1B19:G07|LJP008_A549_24H_X6_F1B19:G07
24641,LJP008_A549_24H:G08,BRD-K81418486,vorinostat,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:G08|LJP008_A549_24H_X2_F1B19:G08|LJP008_A549_24H_X3_F1B19:G08|LJP008_A549_24H_X4_F1B19:G08|LJP008_A549_24H_X5_F1B19:G08|LJP008_A549_24H_X6_F1B19:G08
24642,LJP008_A549_24H:G09,BRD-K81418486,vorinostat,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:G09|LJP008_A549_24H_X2_F1B19:G09|LJP008_A549_24H_X3_F1B19:G09|LJP008_A549_24H_X4_F1B19:G09|LJP008_A549_24H_X5_F1B19:G09|LJP008_A549_24H_X6_F1B19:G09
24643,LJP008_A549_24H:G10,BRD-K81418486,vorinostat,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:G10|LJP008_A549_24H_X2_F1B19:G10|LJP008_A549_24H_X3_F1B19:G10|LJP008_A549_24H_X4_F1B19:G10|LJP008_A549_24H_X5_F1B19:G10|LJP008_A549_24H_X6_F1B19:G10
24644,LJP008_A549_24H:G11,BRD-K81418486,vorinostat,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:G11|LJP008_A549_24H_X2_F1B19:G11|LJP008_A549_24H_X3_F1B19:G11|LJP008_A549_24H_X4_F1B19:G11|LJP008_A549_24H_X5_F1B19:G11|LJP008_A549_24H_X6_F1B19:G11
24645,LJP008_A549_24H:G12,BRD-K81418486,vorinostat,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:G12|LJP008_A549_24H_X2_F1B19:G12|LJP008_A549_24H_X3_F1B19:G12|LJP008_A549_24H_X4_F1B19:G12|LJP008_A549_24H_X5_F1B19:G12|LJP008_A549_24H_X6_F1B19:G12
24646,LJP008_A549_24H:G13,BRD-K49328571,dasatinib,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:G13|LJP008_A549_24H_X2_F1B19:G13|LJP008_A549_24H_X3_F1B19:G13|LJP008_A549_24H_X4_F1B19:G13|LJP008_A549_24H_X5_F1B19:G13|LJP008_A549_24H_X6_F1B19:G13
24647,LJP008_A549_24H:G14,BRD-K49328571,dasatinib,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:G14|LJP008_A549_24H_X2_F1B19:G14|LJP008_A549_24H_X3_F1B19:G14|LJP008_A549_24H_X4_F1B19:G14|LJP008_A549_24H_X5_F1B19:G14|LJP008_A549_24H_X6_F1B19:G14
24648,LJP008_A549_24H:G15,BRD-K49328571,dasatinib,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:G15|LJP008_A549_24H_X2_F1B19:G15|LJP008_A549_24H_X3_F1B19:G15|LJP008_A549_24H_X4_F1B19:G15|LJP008_A549_24H_X5_F1B19:G15|LJP008_A549_24H_X6_F1B19:G15
24649,LJP008_A549_24H:G16,BRD-K49328571,dasatinib,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:G16|LJP008_A549_24H_X2_F1B19:G16|LJP008_A549_24H_X3_F1B19:G16|LJP008_A549_24H_X4_F1B19:G16|LJP008_A549_24H_X5_F1B19:G16|LJP008_A549_24H_X6_F1B19:G16
24650,LJP008_A549_24H:G17,BRD-K49328571,dasatinib,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:G17|LJP008_A549_24H_X2_F1B19:G17|LJP008_A549_24H_X3_F1B19:G17|LJP008_A549_24H_X4_F1B19:G17|LJP008_A549_24H_X5_F1B19:G17|LJP008_A549_24H_X6_F1B19:G17
24651,LJP008_A549_24H:G18,BRD-K49328571,dasatinib,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:G18|LJP008_A549_24H_X2_F1B19:G18|LJP008_A549_24H_X3_F1B19:G18|LJP008_A549_24H_X4_F1B19:G18|LJP008_A549_24H_X5_F1B19:G18|LJP008_A549_24H_X6_F1B19:G18
24652,LJP008_A549_24H:G19,BRD-K03406345,azacitidine,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:G19|LJP008_A549_24H_X2_F1B19:G19|LJP008_A549_24H_X3_F1B19:G19|LJP008_A549_24H_X4_F1B19:G19|LJP008_A549_24H_X5_F1B19:G19|LJP008_A549_24H_X6_F1B19:G19
24653,LJP008_A549_24H:G20,BRD-K03406345,azacitidine,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:G20|LJP008_A549_24H_X2_F1B19:G20|LJP008_A549_24H_X3_F1B19:G20|LJP008_A549_24H_X4_F1B19:G20|LJP008_A549_24H_X5_F1B19:G20|LJP008_A549_24H_X6_F1B19:G20
24654,LJP008_A549_24H:G21,BRD-K03406345,azacitidine,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:G21|LJP008_A549_24H_X2_F1B19:G21|LJP008_A549_24H_X3_F1B19:G21|LJP008_A549_24H_X4_F1B19:G21|LJP008_A549_24H_X5_F1B19:G21|LJP008_A549_24H_X6_F1B19:G21
24655,LJP008_A549_24H:G22,BRD-K03406345,azacitidine,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:G22|LJP008_A549_24H_X2_F1B19:G22|LJP008_A549_24H_X3_F1B19:G22|LJP008_A549_24H_X4_F1B19:G22|LJP008_A549_24H_X5_F1B19:G22|LJP008_A549_24H_X6_F1B19:G22
24656,LJP008_A549_24H:G23,BRD-K03406345,azacitidine,trt_cp,A549,0.12 um,24 h,LJP008_A549_24H_X1_F1B19:G23|LJP008_A549_24H_X2_F1B19:G23|LJP008_A549_24H_X3_F1B19:G23|LJP008_A549_24H_X4_F1B19:G23|LJP008_A549_24H_X5_F1B19:G23|LJP008_A549_24H_X6_F1B19:G23
24657,LJP008_A549_24H:G24,BRD-K03406345,azacitidine,trt_cp,A549,0.04 um,24 h,LJP008_A549_24H_X1_F1B19:G24|LJP008_A549_24H_X2_F1B19:G24|LJP008_A549_24H_X3_F1B19:G24|LJP008_A549_24H_X4_F1B19:G24|LJP008_A549_24H_X5_F1B19:G24|LJP008_A549_24H_X6_F1B19:G24
24664,LJP008_A549_24H:H07,BRD-K53328210,JW55,trt_cp,A549,10.0 um,24 h,LJP008_A549_24H_X1_F1B19:H07|LJP008_A549_24H_X2_F1B19:H07|LJP008_A549_24H_X3_F1B19:H07|LJP008_A549_24H_X4_F1B19:H07|LJP008_A549_24H_X5_F1B19:H07|LJP008_A549_24H_X6_F1B19:H07
24665,LJP008_A549_24H:H08,BRD-K53328210,JW55,trt_cp,A549,3.33 um,24 h,LJP008_A549_24H_X1_F1B19:H08|LJP008_A549_24H_X2_F1B19:H08|LJP008_A549_24H_X3_F1B19:H08|LJP008_A549_24H_X4_F1B19:H08|LJP008_A549_24H_X5_F1B19:H08|LJP008_A549_24H_X6_F1B19:H08
24666,LJP008_A549_24H:H09,BRD-K53328210,JW55,trt_cp,A549,1.11 um,24 h,LJP008_A549_24H_X1_F1B19:H09|LJP008_A549_24H_X2_F1B19:H09|LJP008_A549_24H_X3_F1B19:H09|LJP008_A549_24H_X4_F1B19:H09|LJP008_A549_24H_X5_F1B19:H09|LJP008_A549_24H_X6_F1B19:H09
24667,LJP008_A549_24H:H10,BRD-K53328210,JW55,trt_cp,A549,0.37 um,24 h,LJP008_A549_24H_X1_F1B19:H10|LJP008_A549_24H_X2_F1B19:H10|LJP008_A549_24H_X3_F1B19:H10|LJP008_A549_24H_X4_F1B19:H10|LJP008_A549_24H_X5_F1B19:H10|LJP008_A549_24H_X6_F1B19:H10
