NS(=O)(=O)c1nn2cc(nc2s1)c3ccccc3,MQUYTXDAVCOCMX-UHFFFAOYSA-N
N#CC(C#N)=Cc1ccc(O)c(O)c1,VTJXFTPMFYAJJU-UHFFFAOYSA-N
N#CC(=C/c1ccc(O)c(O)c1)/C(=O)NCCCCc2ccccc2,GWCNJMUSWLTSCW-ATVHPVEESA-N
CC(C)(C)c1cc(/C=C(C#N)/C(N)=S)cc(c1O)C(C)(C)C,XRZYELWZLNAXGE-KPKJPENVSA-N
CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,ABBADGFSRBWENF-UHFFFAOYSA-N
N#CC(=C/c1ccc(o1)c2cc(Cl)ccc2Cl)/C(=O)Nc3cccc4ncccc34,SVENPFFEMUOOGK-KAMYIIQDSA-N
CC1(C)CC(=O)c2c(C1)c(Cl)sc2S(C)(=O)=O,PVJWSALSWFDIMS-UHFFFAOYSA-N
NC(=O)c1ncn(c1N)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O {A9=R;A11=R;A14=S;A16=R},RTRQQBHATOEIAF-UUOKFMHZSA-N
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c5ccccc5[nH]c4[C@@H]3C[C@H]12 {A7=S;A9=R;A23=S;A25=S},GRTOGORTSDXSFK-XJTZBENFSA-N
CC[C@H]1C2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]46C[C@H](C2[C@H]6O)N3[C@@H]1O {A2=S;A5=S;A6=R;A15=R;A17=R;A19=R;A22=R},CJDRUOGAGYHKKD-DTPJPYDJSA-N
O=C(Nc1cccc(Br)c1)c2cccc(c2)S(=O)(=O)N3CCCCCC3,IYAYHZZWYNXHEQ-UHFFFAOYSA-N
CC(C)(C)NCC(O)c1ccc(O)c(c1)CO {A6=q},NDAUXUAQIAJITI-UHFFFAOYSA-N
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,OGSPWJRAVKPPFI-UHFFFAOYSA-N
CC(CN(C)C)CN1c2ccccc2Sc3ccccc13.CC(CN(C)C)CN1c2ccccc2Sc3ccccc13,ZZHLYYDVIOPZBE-UHFFFAOYSA-N
O=C1NC=Nc2[nH]ncc12,OFCNXPDARWKPPY-UHFFFAOYSA-N
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O {A3=S;A7=S;A9=S;A12=S},XJHDMGJURBVLLE-BOCCBSBMSA-N
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,VREFGVBLTWBCJP-UHFFFAOYSA-N
C=CCc1ccccc1OC[C@@H](O)CNC(C)C {A11=s},PAZJSJFMUHDSTF-AWEZNQCLSA-N
CN(C)c1nc(nc(n1)N(C)C)N(C)C,UUVWYPNAQBNQJQ-UHFFFAOYSA-N
NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc2ccccc2Cl,OMHBPUNFVFNHJK-UHFFFAOYSA-P
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@@]5(F)[C@@H](O)C[C@]24C {A7=S;A15=R;A17=S;A18=S;A27=S;A29=R;A31=S;A34=S},ILKJAFIWWBXGDU-MOGDOJJUSA-N
CCN(CC)C(C)C(=O)c1ccccc1 {A5=q},XXEPPPIWZFICOJ-UHFFFAOYSA-N
NCC[C@H](O)C(=O)N[C@H]1C[C@@H](N)[C@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O {A3=S;A8=S;A10=R;A12=S;A14=R;A16=R;A19=S;A21=S;A23=R;A25=R;A27=R;A29=S;A31=R;A34=S;A36=S;A38=R},LKCWBDHBTVXHDL-PVLUVTDWSA-N
CN1C(=O)c2[nH]cnc2N(C)C1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N
Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,IYIKLHRQXLHMJQ-UHFFFAOYSA-N
CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(=O)O,SGRYPYWGNKJSDL-UHFFFAOYSA-N
Clc1ccc2Oc3ccccc3N=C(c2c1)N4CCNCC4,QWGDMFLQWFTERH-UHFFFAOYSA-N
NC1=CC(=CNC1=O)c2ccncc2,RNLQIBCLLYYYFJ-UHFFFAOYSA-N
Cc1ccccc1Sc2ccc(/C=C3/SC(=S)NC3=O)cc2[N+](=O)[O-],SHKDXDWJERWCHI-OQLLNIDSSA-N
N#CC(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c3ccccc3 {A4=R;A6=R;A9=R;A11=R;A14=S;A16=S;A18=R;A20=S;A22=S;A24=R},XUCIJNAGGSZNQT-SWRVSKMJSA-N
O=C1CN2Cc3c(Cl)c(Cl)ccc3N=C2N1,OTBXOEAOVRKTNQ-UHFFFAOYSA-N
CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2,YBBLVLTVTVSKRW-UHFFFAOYSA-N
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C3/C(=O)OC[C@H]3O {A4=S;A5=S;A9=R;A11=R;A15=R;A23=S},BOJKULTULYSRAS-OTESTREVSA-N
O=C1C=Cc2ccc3occc3c2O1,XDROKJSWHURZGO-UHFFFAOYSA-N
COc1ccc(cc1)C[C@H]2NC[C@H](O)[C@H]2OC(C)=O {A9=R;A12=S;A14=S},YKJYKKNCCRKFSL-RDBSUJKOSA-N
c1ccc(cc1)CN(CC2=NCCN2)c3ccccc3,REYFJDPCWQRWAA-UHFFFAOYSA-N
O=C1c2c(O)cccc2Cc3cccc(O)c13,NUZWLKWWNNJHPT-UHFFFAOYSA-N
CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C {A6=R;A10=R;A12=S;A29=S;A31=R},UIFFUZWRFRDZJC-SBOOETFBSA-N
COc1cc2N=C(NC(=O)c2c(c1)OC)c3cc(C)c(OCCO)c(C)c3,NETXMUIMUZJUTB-UHFFFAOYSA-N
Cc1ncc(n1CCOC(=O)NC(Nc2ncccn2)C(Cl)(Cl)Cl)[N+](=O)[O-],ZEXHXVOGJFGTRX-UHFFFAOYSA-N
C[C@]12CC[C@@H](O)[C@@](C)(CO)[C@@H]1CC[C@H]3C[C@@H]4C[C@]23CC[C@]4(O)CO {A1=S;A4=R;A6=R;A10=R;A13=S;A15=R;A17=S;A20=R},NOFOAYPPHIUXJR-APNQCZIXSA-N
CN1N=C(N)c2cn(c3ncnc1c23)[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O {A14=R;A16=R;A19=S;A21=R},HOGVTUZUJGHKPL-HTVVRFAVSA-N
O=C1C=C(Oc2cc(O)cc(O)c12)c3ccc(O)cc3,KZNIFHPLKGYRTM-UHFFFAOYSA-N
CCOc1cc(ccc1OC)[C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O {A11=S},IMOZEMNVLZVGJZ-QGZVFWFLSA-N
COc1ccc(cc1)CNC(=O)Nc2ncc(s2)[N+](=O)[O-],YAEMHJKFIIIULI-UHFFFAOYSA-N
CCOC(=O)c1c(CSc2ccccc2)n(C)c3cc(Br)c(O)c(CN(C)C)c13,KCFYEAOKVJSACF-UHFFFAOYSA-N
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O {A2=R;A4=S;A13=R;A15=S;A17=S},BJRNKVDFDLYUGJ-RMPHRYRLSA-N
COc1ccc(cc1OC)C[C@H]2COC(=O)[C@@H]2Cc3ccc(O)c(c3)OC {A11=R;A16=R},NQWVSMVXKMHKTF-JKSUJKDBSA-N
O=C1CCc2ccc(cc2N1)OCCCCN3CCN(CC3)c4cccc(Cl)c4Cl,CEUORZQYGODEFX-UHFFFAOYSA-N
CON(C)C(=O)N1N=C(S[C@@]1(CCCN)c2ccccc2)c3cc(F)ccc3F {A10=S},LLXISKGBWFTGEI-FQEVSTJZSA-N
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4 {A1=R;A4=S;A5=R;A10=S;A12=R;A16=S;A17=R},BLUAFEHZUWYNDE-NNWCWBAJSA-N
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,QTGIAADRBBLJGA-UHFFFAOYSA-N
C[C@H](NC(=O)c1sccc1OCc2ccc(Cl)cc2)c3ccccc3 {A1=S},RFZPGNRLOKVZJY-AWEZNQCLSA-N
C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CC[C@@H](C)[C@H](C)[C@H]4C6=CC[C@@H]7[C@@]8(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]8CC[C@@]7(C)[C@]6(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O {A1=S;A3=S;A5=S;A6=R;A8=R;A10=R;A13=R;A15=S;A19=S;A22=R;A24=S;A26=S;A30=R;A31=R;A34=R;A36=R;A38=R;A42=R;A45=R;A47=S;A51=R;A53=S;A55=S;A58=R;A61=R;A63=R;A65=R},WYQVAPGDARQUBT-FGWHUCSPSA-N
COc1cc(ccc1Nc2ncnc(n2)Nc3ccccc3S(=O)(=O)C(C)C)N4CCC(CC4)N5CCN(C)CC5,MGGBYMDAPCCKCT-UHFFFAOYSA-N
CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
COc1ccc(cc1)CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5,GXDALQBWZGODGZ-UHFFFAOYSA-N
C[C@@H]1O[C@@H](O[C@H]2C(=O)c3c(O)cc(O)cc3O[C@@H]2c4ccc(O)c(O)c4)[C@H](O)[C@H](O)[C@H]1O {A1=S;A3=S;A5=R;A17=R;A26=R;A28=R;A30=R},ZROGCCBNZBKLEL-MPRHSVQHSA-N
Clc1ccc(cc1)C2(CCNCC2)c3ccc(cc3)c4cn[nH]c4,LZMOSYUFVYJEPY-UHFFFAOYSA-N
O=C(Nc1c[nH]nc1c2nc3cc(ccc3[nH]2)CN4CCOCC4)NC5CC5,LOLPPWBBNUVNQZ-UHFFFAOYSA-N
CC(C)NCC(O)COc1ccc(cc1)CC(N)=O {A5=q},METKIMKYRPQLGS-UHFFFAOYSA-N
CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,SERHTTSLBVGRBY-UHFFFAOYSA-N
CNCC[C@@H](Oc1ccccc1C)c2ccccc2 {A4=R},VHGCDTVCOLNTBX-QGZVFWFLSA-N
CC(C)c1c(C(=O)Nc2ccccc2)c(c(c3ccc(F)cc3)n1CC[C@@H](O)C[C@@H](O)CC(=O)O)c4ccccc4 {A26=R;A29=R},XUKUURHRXDUEBC-KAYWLYCHSA-N
COc1ccc(cc1OC)CC2c3cc(OC)c(cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]4(C)CCc5cc(OC)c(cc5C4Cc6ccc(OC)c(c6)OC)OC)OC,YXSLJKQTIDHPOT-UHFFFAOYSA-N
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,YLOYKYXNDHOHHT-UHFFFAOYSA-N
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)c3ccccc3 {A2=q;A5=q;A12=q},RKUNBYITZUJHSG-SPUOUPEWSA-N
CC1=CC(=O)C2=C(C)C[C@H](O)[C@H]3[C@H](C)C(=O)O[C@@H]3[C@@H]12 {A9=S;A11=R;A12=S;A17=R;A18=S},YMUOZXZDDBRJEP-XUNJKSNWSA-N
NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(cc1F)c2ncon2)S(=O)(=O)c3ccc(Cl)cc3 {A3=R},XEAOPVUAMONVLA-QGZVFWFLSA-N
C=CC(=O)Nc1cccc(c1)Nc2nc(ncc2F)Nc3ccc(cc3)OCCOC,KXBDTLQSDKGAEB-UHFFFAOYSA-N
CNC(=O)c1ccccc1Sc2ccc3c(/C=C/c4ccccn4)n[nH]c3c2,RITAVMQDGBJQJZ-FMIVXFBMSA-N
COc1cc(ccc1Nc2nccc(n2)c3cn(C)c4cnccc34)N5CCN(C)CC5,ZYVXTMKTGDARKR-UHFFFAOYSA-N
C[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(C)(=O)=O {A1=R},SCGCBAAYLFTIJU-CQSZACIVSA-N
COc1cc(ccc1Nc2ncc3c(n2)N(C(=O)N3C)C4CCCC4)OC5CCN(C)CC5,YUKWVHPTFRQHMF-UHFFFAOYSA-N
Cc1ccc(cc1Nc2ccc3N=CN(C)C(=O)c3c2)NC(=O)c4cccc(c4)C(C)(C)C#N,ZGBGPEDJXCYQPH-UHFFFAOYSA-N
Cc1noc(C)c1Cn2cc(C#N)c3cc(ccc23)Oc4ccc(cc4)NC(=O)[C@@H]5CCCN5 {A29=S},NDIKFKQBWGMLCA-DEOSSOPVSA-N
Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],LMEKQMALGUDUQG-UHFFFAOYSA-N
CC1=NNC(=O)NC1=O,XZWMZFQOHTWGQE-UHFFFAOYSA-N
Cc1cc(n[nH]1)Nc2nc(ncc2Cl)N[C@@H](C)c3ncc(F)cn3 {A15=S},PDOQBOJDRPLBQU-QMMMGPOBSA-N
C[C@H]1COCCN1c2cc(nc(n2)c3ccc(cc3)NC(=S)NCCO)C4(CC4)S(=O)(=O)C5CC5 {A1=S},JWGVUDPAMQEIJU-INIZCTEOSA-N
Cc1ncc(c2ccnc(n2)Nc3ccc(cc3)S(C)(=O)=O)n1C(C)C,WJRRGYBTGDJBFX-UHFFFAOYSA-N
NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3cccc(F)c3 {A12=S},IAYGCINLNONXHY-LBPRGKRZSA-N
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3c[nH]c4ccccc34)N5CCC(N)CC5,GCYIGMXOIWJGBU-UHFFFAOYSA-N
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCO)c4ccc(Cl)cc4 {A19=S},JDUBGYFRJFOXQC-KRWDZBQOSA-N
CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,MBUVEWMHONZEQD-UHFFFAOYSA-N
COC1=CC(C)=C[C@@H](C)[C@@H](O)[C@@H](C)CC(C)=CC=C[C@H](OC)[C@H](OC1=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@H](O2)C(C)C {A7=R;A9=S;A11=S;A19=S;A22=R;A26=S;A28=R;A30=S;A32=R;A35=R;A37=S;A39=R},XDHNQDDQEHDUTM-ZGOPVUMHSA-N
O=C(O)[C@H]1O[C@@H](Oc2cc3OC(=CC(=O)c3c(O)c2O)c4ccccc4)[C@H](O)[C@@H](O)[C@@H]1O {A3=S;A5=S;A26=R;A28=S;A30=S},IKIIZLYTISPENI-ZFORQUDYSA-N
C=C[C@@H]1[C@@H]2CCNC(=O)C2=CO[C@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O {A2=R;A3=S;A12=S;A14=S;A16=R;A19=S;A21=S;A23=R},CYRRHDGXDUVPMO-ZASXJUAOSA-N
O=C(O)CCNC(=O)c1ccc(cc1)/N=N/c2ccc(O)c(c2)C(=O)O,IPOKCKJONYRRHP-FMQUCBEESA-N
Fc1ccccc1Nc2nc3nonc3nc2Nc4ccccc4F,OEGJBRZAJRPPHL-UHFFFAOYSA-N
CCN(CCO)CCCOc1ccc2c(c1)ncnc2Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3,QYZOGCMHVIGURT-UHFFFAOYSA-N
CC(C)(C)c1ccc(cc1)S(=O)(=O)/C=C/C#N,VHKZGNPOHPFPER-ONNFQVAWSA-N
N#Cc1c(cccc1C(F)(F)F)Oc2cccc(c2)OS(=O)(=O)CCCC(F)(F)F,LWUSZIVDPJPVBW-UHFFFAOYSA-N
